,latitude,longitude,country
1051,50.82774404342864,15.49971114801171,Poland
1054,57.05639176789337,21.78195456764239,Latvia
1056,44.08124447625449,39.73907841925635,Russia
1064,54.2496454026338,-7.044338123569861,United Kingdom
1066,63.33385701283259,16.63160702872825,Sweden
1069,62.85550870449873,148.1784249250317,Russia
1083,51.90097564854071,0.0594677112283125,United Kingdom
1084,54.22412278090817,18.63414608360452,Poland
1090,68.09484135509355,24.33461550422795,Finland
1093,63.92925886370423,30.93254338850814,Russia
1095,55.04686906305616,23.67504073694836,Lithuania
1097,50.36815800446458,26.43741306044211,Ukraine
1102,50.78734148942483,18.57874009505905,Poland
1104,68.02278974535794,25.73171852254318,Finland
1108,43.96412525565481,26.47892522904505,Bulgaria
1109,57.44685275774899,88.61202308627531,Russia
1116,50.53309978828579,19.06402061586063,Poland
1119,40.95403935901245,19.72588586597973,Albania
1120,54.79451394967281,85.02698350919478,Russia
1126,43.00720394215427,17.26913861371157,Croatia
1127,63.26724042264391,123.6831430523796,Russia
1133,53.31174344940129,37.95232703777886,Russia
1138,51.97488082735886,114.0052017333874,Russia
1141,61.05636018863089,73.74201974790438,Russia
1146,46.62752586952899,44.29742185730608,Russia
1150,64.67237128685419,43.39101754503273,Russia
1152,51.56349726073149,21.33215042305695,Poland
1153,49.60755494670349,41.53461342691844,Russia
1156,53.32319427109311,79.23661882864197,Russia
1157,47.79366309821497,12.95701014355495,Germany
1158,50.19721050767998,17.579316269162,Czechia
1163,45.41776047330538,21.61107357231453,Romania
1164,63.21737496915115,66.95301954847551,Russia
1166,50.21179899514528,19.10731968038057,Poland
1167,50.49374286535627,22.04057163462304,Poland
1170,42.11210325334292,25.35469733513165,Bulgaria
1172,52.37876369769833,107.8919649433748,Russia
1173,45.53688751719142,19.299552955878,Serbia
1187,60.79542848510601,149.8772803917172,Russia
1189,68.45982775285833,22.94195495355374,Finland
1194,53.16608180402418,48.36256857421928,Russia
1197,50.87545891864043,40.91296287875131,Russia
1198,66.6335806553232,25.05174061693209,Finland
1203,41.83652266315032,23.83313818789927,Bulgaria
1212,56.1962921141826,24.16654217394778,Lithuania
1219,63.49745981207985,120.7734142242274,Russia
1231,44.73422609554355,25.81636795662281,Romania
1235,58.24650146680182,92.47238860568628,Russia
1237,43.61927308020306,26.24157284049013,Bulgaria
1241,58.98444979529508,25.21172504433164,Estonia
1243,47.11268393130965,47.77315778408591,Russia
1251,50.42322534204445,5.404167262214653,Belgium
1252,65.20684776880073,17.63013887350203,Sweden
1254,49.54046491666277,12.88925619591433,Czechia
1260,60.46219837830453,24.74622754792626,Finland
1266,51.13614810544701,114.6937638487333,Russia
1268,47.37938104021418,40.11734127899005,Russia
1270,45.53752240472853,17.2934410272871,Croatia
1271,56.5248218499832,16.06180129243484,Sweden
1276,61.80418531198291,33.91797226421527,Russia
1279,44.44238875103932,28.29712740557871,Romania
1281,60.44384710033271,29.94427047300487,Russia
1286,55.07772082407958,41.04578103595085,Russia
1287,53.40726151815893,18.43564836244725,Poland
1290,51.9635407549954,16.717495631217,Poland
1293,43.11878314163344,11.29682788794881,Italy
1297,49.5075981,22.2651834,Poland
1302,66.82261227116413,34.51110876838723,Russia
1307,52.84350322386073,58.86849881462873,Russia
1311,51.49708071744522,87.75146009886589,Russia
1343,45.64974929469852,38.22279731690603,Russia
1345,49.25035147713929,18.09490712491357,Czechia
1346,45.32154060320993,27.24067752173269,Romania
1349,51.93762889685225,22.47547812393517,Poland
1354,46.86739164039614,16.00514630987878,Austria
1356,48.29638332692544,44.28343154496817,Russia
1359,63.89280950747949,122.7499533130613,Russia
1364,39.40502007056745,17.02841154340139,Italy
1367,47.89162971538499,30.30944759778387,Ukraine
1377,60.23409306719361,17.22141933619465,Sweden
1386,43.2331965035955,19.45716645988086,Montenegro
1389,58.9089168618812,16.50084927562925,Sweden
1393,52.09583303041207,19.48760308940268,Poland
1398,65.35645664565303,27.01684136668871,Finland
1405,51.64369190630448,105.5571194640511,Russia
1407,54.05740354003979,19.24360281299825,Poland
1412,57.09214694815377,27.62914109930497,Latvia
1417,46.65678149912758,13.94215276147385,Austria
1420,60.16974960192925,17.92590168565751,Sweden
1426,50.27461975774091,21.28648616431143,Poland
1429,38.61949824831315,-0.6731671808991909,Spain
1432,51.93693481008835,44.92479601224652,Russia
1441,48.72439174686428,9.096619974544977,Germany
1447,61.81273276917248,77.43235860866707,Russia
1448,46.24191867229564,24.18477555976542,Romania
1449,63.66228605039396,66.74600902452859,Russia
1451,50.46937838212707,103.7861358214721,Russia
1452,50.73630785557376,18.93466498391769,Poland
1460,51.81791841912765,32.89566423811159,Ukraine
1466,46.27767340937245,44.92951801896601,Russia
1470,62.27606334901311,42.79305401104643,Russia
1492,52.75385526731846,104.4569003548994,Russia
1496,62.39398164082608,16.5649139366069,Sweden
1497,42.56970100006389,12.04849773355049,Italy
1498,61.77810885470463,45.31729887390813,Russia
1509,60.29644663391495,16.27768401202887,Sweden
1510,52.18728855331009,16.71449900791382,Poland
1514,51.63528061349028,90.07376509851818,Russia
1515,55.11608840769912,72.44082214863265,Russia
1518,50.66576566846962,105.2631711155463,Russia
1528,38.13088264337222,-8.42475228806435,Portugal
1532,49.48169764761486,24.42442322539484,Ukraine
1539,64.88647390703947,56.34656912448207,Russia
1541,50.6532504079529,25.47825314754715,Ukraine
1547,39.86287391174307,-6.155659145995969,Spain
1549,62.16302489106855,117.745113519553,Russia
1551,47.90046345159291,46.12700096091628,Russia
1552,51.46032022915119,28.8659926153028,Ukraine
1554,42.38611198794609,19.04605911450402,Montenegro
1556,61.76570338109367,66.00008307118065,Russia
1559,42.15889803749187,22.8579029842006,Bulgaria
1560,56.70828852247179,49.76060692822388,Russia
1564,58.7420999296105,40.27886991643776,Russia
1568,55.25297731527669,41.81511468794506,Russia
1569,67.30604102059102,22.24116300346406,Sweden
1574,63.96231164784556,14.05103431983078,Sweden
1582,62.02792121335653,24.48887890719563,Finland
1583,62.80065685158035,22.85508191535991,Finland
1586,66.81154049772941,27.50211076224699,Finland
1601,60.89533068501407,26.56341865150384,Finland
1609,62.44196325852759,12.96377629930841,Sweden
1610,67.25998298081257,28.36068103448315,Finland
1612,50.28998047671269,22.5534017442858,Poland
1614,48.11581732959709,20.755788675839,Hungary
1615,62.70844651052654,147.5377891725087,Russia
1617,67.6907196289105,24.07792379606445,Finland
1619,53.00110020656626,16.14277318683279,Poland
1620,52.07664087822534,18.80427262900169,Poland
1623,46.55206060880209,134.2490410387878,Russia
1630,59.25621491246569,15.37330994098252,Sweden
1636,57.36669291766639,93.1206796318173,Russia
1640,59.53275779574052,69.98640709203643,Russia
1642,51.51889962360527,45.01955686042279,Russia
1643,64.50713021667728,141.8911646801084,Russia
1649,62.28646840388332,43.88735423896103,Russia
1650,46.79482352762344,9.126987553607218,Switzerland
1654,43.13104682196509,25.13035736850671,Bulgaria
1655,57.6808347952549,29.37699748069407,Russia
1664,57.44685275774899,88.61202308627531,Russia
1668,59.03445765123475,27.06002529484091,Estonia
1674,45.61599109041401,27.55814991709094,Romania
1680,54.80513298216718,59.96821074581382,Russia
1685,57.37752184560611,47.08116538711758,Russia
1693,43.78457496235853,23.99488407949508,Romania
1699,54.78511585565138,46.33696624955515,Russia
1703,35.19197925295351,24.45219479408641,Greece
1709,50.94250586518491,22.46429993419202,Poland
1719,61.55508537437822,53.69816193885256,Russia
1727,63.01061930484779,43.24097474201434,Russia
1729,52.37808610466548,18.00776197681993,Poland
1734,62.72959881214931,25.99218468122699,Finland
1742,62.93869573703314,152.3893624707382,Russia
1753,52.30274958567632,19.02379172344896,Poland
1755,57.06802011569096,39.44277505268899,Russia
1757,55.59533368988603,21.54986555810526,Lithuania
1766,57.47023711382472,21.96622617558202,Latvia
1768,51.70569258023836,19.49547220447274,Poland
1779,41.50315455704911,13.40467596257695,Italy
1780,55.45298198708575,51.41626776868827,Russia
1793,56.96051239472684,14.52982879062382,Sweden
1794,63.06986005420322,74.54763977960222,Russia
1796,48.452837132595,20.5697302306498,Hungary
1799,56.80515819807813,16.08773226048743,Sweden
1803,44.28853376730128,20.57970635091544,Serbia
1808,56.10907439263466,92.92682111263277,Russia
1812,57.1516672031315,22.20530196917163,Latvia
1817,62.04217455215915,49.55113163105764,Russia
1818,41.83120250378958,19.96723281742514,Albania
1819,58.37582643059861,16.62442545677642,Sweden
1829,61.26796316421469,65.11318792807967,Russia
1834,49.58412828303907,18.47851919275625,Czechia
1837,62.80065685158035,22.85508191535991,Finland
1842,53.3925995792477,51.40504761182834,Russia
1848,53.34745088683059,142.993496175507,Russia
1849,62.11309567200178,25.24255705267409,Finland
1857,58.11431143794093,102.6974773458039,Russia
1861,49.98313581038291,46.5070687951358,Russia
1867,63.6518401044809,53.76624076928763,Russia
1870,52.4345244698285,17.83311082437828,Poland
1871,64.5753530720402,29.70019601525663,Finland
1875,63.90868627247846,68.21023312235242,Russia
1878,46.36965155541719,15.58170207723076,Slovenia
1885,63.63782836832328,48.38802566709248,Russia
1890,55.34122090442135,59.44897320233292,Russia
1892,50.65225357309549,-3.298286397724962,United Kingdom
1898,48.51763807518234,32.02225023432565,Ukraine
1901,55.73208322374019,24.12800436560836,Lithuania
1902,56.30838622368794,160.8650614799469,Russia
1903,45.48076575483906,26.25381342064149,Romania
1905,53.37735930670074,14.40107494595507,Poland
1911,53.82065584373741,50.71764155113551,Russia
1919,56.7277199088967,-6.028891367465405,United Kingdom
1920,68.0609819576052,35.13432014989781,Russia
1923,51.17284430046631,3.675201476314279,Belgium
1927,45.42235144231455,20.48083106973777,Serbia
1933,65.08432524608219,28.13449605776945,Finland
1934,55.39160339748678,100.8276134422697,Russia
1942,57.9099352386044,12.55123994098999,Sweden
1948,39.06247228594506,22.9287283557896,Greece
1954,58.61233164302428,57.73659713452027,Russia
1957,38.37100249922252,-5.031269788995657,Spain
1962,50.11634365683071,18.48228737506012,Poland
1968,65.9258974926921,56.47602936688342,Russia
1970,42.3738352832417,-4.994764627575971,Spain
1983,46.10828770747256,19.64969640391076,Serbia
1984,47.25345236418103,22.42294985784037,Romania
1986,58.88299888402493,24.97567761639487,Estonia
1989,42.59014207509398,25.35389893800764,Bulgaria
1995,59.18095166294101,26.07106780233297,Estonia
1998,52.95171779505252,105.8073845794585,Russia
2003,44.73445654654211,27.90163971459495,Romania
2009,38.55690304184068,-6.2937900258701,Spain
2012,61.79138248773472,66.54022625578071,Russia
2018,61.98613737462511,31.70686487143997,Russia
2031,54.19368569622816,20.14204939526083,Poland
2034,50.4188978361899,5.948886542690675,Belgium
2039,65.39694681885786,14.98904012250814,Sweden
2040,46.40651006309655,24.68915800738509,Romania
2041,37.54317324439696,22.13347429868347,Greece
2049,51.43170543720645,28.8306698367785,Ukraine
2050,40.2457235917655,17.99164684572616,Italy
2052,58.77466651729284,61.837689518224,Russia
2053,45.052366535762,27.06835082169561,Romania
2069,53.67241704277391,112.77329262836,Russia
2083,62.8640472037975,48.82314615356706,Russia
2089,58.69550417077484,25.74763300902572,Estonia
2103,44.83128617094624,24.65565832058094,Romania
2105,47.49092563089008,23.07503522028898,Romania
2112,62.15300848532787,27.63633506011142,Finland
2118,44.63279256411631,26.50914850569453,Romania
2120,57.23649361574032,-3.049164410762981,United Kingdom
2123,52.28609844388856,20.80816693085636,Poland
2134,63.2994720929341,12.11435023193406,Sweden
2136,42.10960201727998,24.10670940361501,Bulgaria
2137,55.88999483358727,27.33424280642119,Latvia
2138,50.29145081534206,142.6612605238413,Russia
2145,68.49183399345328,24.70934375480914,Finland
2146,62.65023995726139,133.6314021097124,Russia
2148,63.16664913392817,138.3096192214154,Russia
2149,66.55803436072834,67.7891142385963,Russia
2152,50.39415412947677,136.9336923278179,Russia
2153,52.8246296005792,17.35678818226245,Poland
2157,44.06169955523247,23.36793283236759,Romania
2163,49.39505193967149,130.2325134247792,Russia
2164,51.89630362997008,94.34449935732088,Russia
2169,42.39189387557703,-7.771225264485925,Spain
2176,44.4895297335006,8.012843657778488,Italy
2177,47.3011518695067,21.33395784209573,Hungary
2178,61.78365582558888,113.0744703638907,Russia
2184,63.36040463681452,46.5359745332789,Russia
2186,56.35807194465166,38.02448012614517,Russia
2202,51.07393662278024,33.53709095204637,Ukraine
2208,57.43065739514402,45.68940005207488,Russia
2220,49.46701352756449,17.12898685133215,Czechia
2223,63.17580950553453,22.04070510108485,Finland
2224,62.79036558594294,148.801241081977,Russia
2229,67.97998834806936,22.35956571081394,Sweden
2231,57.52894474332258,82.02279376828204,Russia
2234,48.5515529304115,29.69712773615209,Ukraine
2238,58.3791809990512,54.6195136549478,Russia
2239,59.78125439999999,15.2798906,Sweden
2243,53.14252818852755,19.12023238458448,Poland
2244,45.49041061132659,21.00347331444279,Romania
2253,57.04225565951791,87.50411875739957,Russia
2256,48.64802192844696,14.63952885313222,Austria
2258,52.8239850083359,60.66068109159399,Russia
2266,64.2234388276332,69.04917582021511,Russia
2272,56.32240982714986,160.3603180484671,Russia
2275,55.91861737082124,26.46720210946595,Latvia
2278,49.70926912701714,13.98848818323294,Czechia
2281,65.75240046323154,30.88974225404496,Russia
2286,47.79432831718896,32.74165400318214,Ukraine
2288,50.50066223525246,25.68655917663817,Ukraine
2289,53.52715189179452,46.22275846777929,Russia
2290,44.6487627943326,28.46666014624644,Romania
2294,64.67432138187438,55.90078436266273,Russia
2300,40.92775115429556,-5.24111872135746,Spain
2304,49.94969522448192,16.69718029418899,Czechia
2308,63.55949133284611,18.1708675419682,Sweden
2318,47.1651666967548,8.97951384778357,Switzerland
2330,60.62067786485959,48.96144812926902,Russia
2331,40.49545133118479,-5.21421285410319,Spain
2332,62.46169016538526,21.3659524700128,Finland
2342,48.24231628390333,22.1573132107162,Hungary
2346,58.40575039391928,58.51573685395131,Russia
2351,58.41729686036921,15.2769597753373,Sweden
2354,46.63996501786031,44.301147035306,Russia
2355,56.39919407405219,10.30898595116037,Denmark
2356,59.3610899,11.8386418,Sweden
2361,45.7222116969627,19.15509127089871,Serbia
2368,50.67966714801158,7.130240807216971,Germany
2371,46.72540742044193,21.2941995901066,Hungary
2375,59.3610899,11.8386418,Sweden
2379,55.73045928559655,72.07795122408062,Russia
2384,45.30698949983463,38.07278298314893,Russia
2389,49.52967669046582,15.66427848642893,Czechia
2390,48.79788218093253,18.57795932869799,Slovakia
2391,43.51428885046318,20.61368105259817,Serbia
2397,62.26718181975043,130.738959955427,Russia
2400,57.529738156,82.02468834819895,Russia
2405,59.74713666084022,70.43830801245166,Russia
2410,57.29753648603461,10.10197094406429,Denmark
2415,48.22914753786403,15.37129410790619,Austria
2418,49.02834257310619,132.3789835279836,Russia
2421,54.08595625287349,43.21351260909839,Russia
2422,63.79437612072467,39.23811694032639,Russia
2423,52.72074853778462,23.40141869807117,Poland
2435,48.65283837424269,18.27051746459165,Slovakia
2439,65.55611830565859,72.20436779569602,Russia
2440,60.80113085280095,22.2560883623491,Finland
2447,57.34160608759991,102.1184689554587,Russia
2448,50.22509706078358,-5.04453926733346,United Kingdom
2451,50.39428558094572,33.32124647514819,Ukraine
2479,44.26500059442878,15.35567969249471,Croatia
2481,60.8282077521297,29.71278721530506,Russia
2483,53.49444677457521,-8.434750587711735,Ireland
2486,64.02735513898882,30.07070975508005,Finland
2497,52.76539325854036,20.22698961676261,Poland
2508,47.81258680992079,26.17023554903241,Romania
2512,55.89034896494655,14.14986583244221,Sweden
2521,56.27483016542575,27.79291424190178,Latvia
2522,53.28830466273818,102.8430293955316,Russia
2524,50.36227880070942,17.83832055350659,Poland
2528,52.74584061031915,-2.329610265527217,United Kingdom
2531,62.7245048421547,124.4635140452257,Russia
2536,42.24107572603335,-2.366248561497339,Spain
2539,46.05287057272464,26.73809829990702,Romania
2546,47.67876997489702,40.98624988561053,Russia
2547,63.07544149459149,113.5200486649664,Russia
2552,41.57563263194295,26.54484426691799,Greece
2559,48.39484185827924,17.43928822345977,Slovakia
2560,57.49936981352626,80.84683790034046,Russia
2567,68.24848406179085,25.84483477945226,Finland
2579,51.67164157377966,108.4130560581097,Russia
2588,63.50850478005346,22.74852322292088,Finland
2598,64.52838045335847,143.5286314671523,Russia
2599,51.02546261266876,33.7387970268714,Ukraine
2601,67.01881791664688,79.09449714843625,Russia
2602,44.72994363966817,27.44458871670377,Romania
2612,66.25164956504813,68.58712600771325,Russia
2615,56.39087501267731,26.77243864923667,Latvia
2632,64.53172150292241,19.3569809733292,Sweden
2635,47.22272844563788,18.46533500035376,Hungary
2637,57.38553797127859,74.70927001695553,Russia
2640,63.07379726263796,113.527489188811,Russia
2641,63.28249395748084,29.16018166835747,Finland
2650,47.77765216847765,18.01296323325255,Hungary
2656,47.39870660255873,34.86594785069752,Ukraine
2659,54.44950859885547,113.599546656122,Russia
2668,66.5219056,66.5891915,Russia
2672,61.00252998351278,71.88047767012823,Russia
2684,52.42094478436081,59.06393689666801,Russia
2686,59.44861103220038,62.34478319530285,Russia
2687,65.03419802250701,26.44097481996087,Finland
2690,63.00775700903559,112.4673959727344,Russia
2699,55.42804698647905,-3.981939826580009,United Kingdom
2702,47.67006426870481,20.36409298724408,Hungary
2722,38.09832845409719,14.74695553261599,Italy
2736,63.02790634709807,112.4803854115475,Russia
2748,50.39361692339359,103.8562224320049,Russia
2756,59.60530715591986,65.90255515182852,Russia
2760,68.44263193045607,24.01880269725543,Finland
2762,63.25021102903572,129.4758898954528,Russia
2763,44.14220612720635,28.5066397270217,Romania
2764,57.38825836786028,63.75012050214851,Russia
2765,49.3063986984014,33.04233130744533,Ukraine
2770,66.2541341557513,20.34458784753298,Sweden
2777,41.65131049501889,13.59564446627141,Italy
2784,40.74150356197407,-0.4000254482657081,Spain
2787,65.78097231034039,45.03256738982653,Russia
